,Instance,n_N,n_B,k,wL,Lazy,A4,Init,Gap,Runtime,NodeCount,ObjVal,Runtime_h,Runtime_h2,ObjVal_h,ObjVal_h2
20,0,10,10,2,50,False,False,False,9.83260987978279e-05,43.32607102394104,4697.0,488.92831506479683,,,,
21,0,10,2,2,50,False,False,True,1.5322960935749082e-06,11.921025037765503,5294.0,443.7715534865325,0.009010791778564453,0.4317960739135742,947.9907548165735,1296.8602649818251
22,0,10,5,2,50,False,False,True,5.6138176445332646e-05,45.742451906204224,4357.0,519.8009596766349,0.02852010726928711,27.030951023101807,824.7860273566183,535.3007218399077
23,0,10,10,2,50,False,False,True,9.81704872388281e-05,69.62093687057495,9479.0,481.82374796195654,0.06102490425109863,49.73804688453674,821.4377235035902,481.8244793892725
24,0,20,35,1,50,False,True,False,0.0,343.4630379676819,10616.0,2390.5123385892693,,,,
25,0,20,35,1,50,False,True,True,0.0,206.55718302726746,8129.0,2390.512342872089,0.15272808074951172,6.375664949417114,2479.4324758902135,2853.229233569527
26,0,20,3,1,50,False,False,False,9.399709908573457e-05,160.94824719429016,12438.0,1316.2223699543597,,,,
27,0,20,8,1,50,False,False,False,6.933861806266448e-05,455.942902803421,53774.0,1372.7529960844006,,,,
28,0,20,17,1,50,False,False,False,0.00560297625308735,3600.154084920883,234589.0,1714.9553784613731,,,,
29,0,20,3,1,50,False,False,True,0.0005682322141077237,3600.129903078079,811785.0,1437.0461957619132,0.05437302589416504,99.93391609191895,2087.333116563837,1437.0530567020987
30,0,20,8,1,50,False,False,True,1.7025435141087026e-05,617.2089760303497,17233.0,1464.2730226765495,0.0591580867767334,617.136393070221,1887.166000869623,1464.2730226765495
31,0,20,17,1,50,False,False,True,9.99228333349364e-05,1377.9428780078888,75848.0,1588.7818169184134,0.147475004196167,595.2627100944519,2007.5504754020342,1588.876681585575
32,0,20,35,2,50,False,True,False,6.436723353868239e-05,461.6847620010376,10419.0,1766.976550920038,,,,
33,0,20,35,2,50,False,True,True,0.0,387.39850401878357,7304.0,1766.865692231228,4.69566798210144,7.17679500579834,1857.4856017603859,2186.8458550791906
34,0,20,3,2,50,False,False,False,2.8933245859409802e-05,131.0349349975586,4691.0,940.6922434653311,,,,
35,0,20,8,2,50,False,False,False,3.344105165082713e-05,968.644788980484,70049.0,1185.502604456045,,,,
36,0,20,17,2,50,False,False,False,6.211238778547115e-05,1404.1452980041504,74519.0,1149.4766715836067,,,,
37,0,20,3,2,50,False,False,True,2.1670207424935427e-08,190.4404559135437,12943.0,927.9294026855641,0.11622381210327148,174.96552681922913,1897.4077289744282,927.9294026855641
38,0,20,8,2,50,False,False,True,6.752403424987815e-05,629.6928679943085,29050.0,1001.8277129905428,0.43152403831481934,377.5183460712433,1613.8938234634418,1028.2757122226149
39,0,20,17,2,50,False,False,True,0.00010365089255159848,3600.3584690093994,202938.0,1092.8429994127239,0.507206916809082,990.2921850681305,1647.9568854707854,1129.083752496754
40,0,20,35,5,50,False,True,False,1.1038714486635709e-07,224.75791907310486,4130.0,1369.0526839761928,,,,
41,0,20,35,5,50,False,True,True,9.793335481945378e-06,302.7922348976135,3945.0,1369.052613218011,5.234478950500488,5.605170011520386,1438.7244280454415,1568.9253760261495
42,0,20,3,5,50,False,False,False,7.695087276919935e-05,140.51117205619812,6042.0,712.453698574931,,,,
43,0,20,8,5,50,False,False,False,2.778111923366691e-07,194.99686884880066,6161.0,734.4002313779349,,,,
44,0,20,17,5,50,False,False,False,9.119053521817231e-05,349.34838795661926,14174.0,744.820294068224,,,,
45,0,20,3,5,50,False,False,True,2.630323144265929e-05,234.0330150127411,4914.0,734.0258433419762,0.013179779052734375,188.46981692314148,1735.3437817124923,734.0258433419762
46,0,20,8,5,50,False,False,True,4.8306440168982976e-05,466.4736008644104,19177.0,754.2548189847953,0.15943312644958496,294.3373849391937,1483.8440774073142,765.085753385694
47,0,20,17,5,50,False,False,True,4.7573230249772306e-05,792.7368659973145,38730.0,776.1774122258635,0.42289090156555176,532.6659109592438,1438.7827939830893,784.4736072129365
48,0,30,52,1,50,False,True,False,9.837582806991394e-05,466.3622479438782,12133.0,3582.778134947163,,,,
